Equipment Name,Type,Flowrate,Pressure,Temperature
Compressor E,Pump,173.2925876959906,1.293550132090447,94.06485024189453
Reactor H,Column,246.19838717057615,2.7706588677566315,58.169919240006934
Heat Exchanger B,Reactor,243.1826831457988,2.4783191578083192,61.659944399762324
Reactor H,Pump,199.761951237478,3.276905923591382,99.47836670004503
Separator G,Reactor,269.73554230049115,2.6677486563072264,36.636074524331484
Compressor E,Pump,218.57341373751592,2.8047180956297937,29.799999999999997
Pump C,Mixer,230.09710642429297,2.041232172471097,105.48221487567022
Reactor A,Heat Exchanger,191.3695980183846,3.24740799612164,98.51814173103992
Reactor A,Reactor,135.53,1.374408219062923,63.563646041844905
Pump J,Compressor,247.10976472888106,2.5237640351870936,80.47156860623018
Separator G,Mixer,173.14775236042192,1.8576026020222818,106.74851494510658
Separator G,Reactor,153.54848432098655,2.4733756944763114,110.382939572411
Heat Exchanger B,Separator,170.51707129192985,2.4260709284982775,93.87732497595263
Distillation Column D,Pump,246.1435119712701,3.4865960929013182,79.50831824029498
Compressor E,Reactor,202.30794129983357,3.455400803701383,93.03651929893422
Compressor E,Pump,135.53,1.6711331975783374,74.78565013267297
Pump C,Pump,214.53497280778555,2.3487018732418146,101.37422395489557
Mixer F,Pump,199.53847757087286,2.761450380408949,85.9971311792067
Mixer F,Pump,165.0170233619567,1.887369888938454,101.17940000620656
Heat Exchanger I,Reactor,186.68497747608546,2.328929048008756,29.799999999999997
Distillation Column D,Reactor,167.65294264578023,1.23,134.2
Distillation Column D,Column,135.53,4.348532379104031,102.80672301727141
Heat Exchanger I,Separator,156.64093961275867,3.666510918101449,124.24093220701523
Reactor A,Compressor,210.60409654593306,2.2857402434642453,70.25769606671486
Pump C,Heat Exchanger,175.5915583264787,1.23,34.182021065969394
Separator G,Column,188.12902101889617,2.745433549442397,103.92939954099452
Heat Exchanger I,Pump,212.28176254323026,2.5091586484595054,61.37028637094929
Distillation Column D,Pump,176.68983063368503,2.5225094274034494,84.8204098927248
Distillation Column D,Reactor,192.24658534904538,3.0260846766737375,29.799999999999997
Separator G,Separator,257.9591952595853,2.374605436468997,29.799999999999997
Reactor H,Mixer,230.6437261338941,1.6229557344709473,90.19156535910889
Pump J,Heat Exchanger,279.27039441209814,2.2351936507907286,45.99637923460294
Compressor E,Separator,209.8762091343495,2.9992286245828135,120.4706391071937
Heat Exchanger I,Separator,232.77566862953933,1.23,53.187628027073714
Reactor H,Compressor,163.82578422745547,3.1606127162602555,65.43715163594402
Heat Exchanger I,Reactor,211.07347641101092,2.9632165962531185,71.33381046394655
Pump C,Mixer,270.029113090034,2.2503588523169418,74.28170584142619
Heat Exchanger I,Reactor,224.72035516069596,1.3644684371140978,134.2
Compressor E,Reactor,226.2884783674518,1.5463611292659323,88.12076394117886
Compressor E,Reactor,272.5309766665408,4.101784698454626,118.66588832146442
Pump J,Compressor,159.616188821675,2.5136374891244575,36.24559940375001
Mixer F,Compressor,233.7385156444618,1.9993428015407977,107.68757168073037
Heat Exchanger I,Heat Exchanger,217.7190549192077,2.444222828739959,101.54657543929153
Separator G,Mixer,177.2576781262477,2.1903032413698718,126.99644894723025
Pump J,Pump,188.4635980044887,1.23,60.5283944843316
Reactor A,Pump,190.42539127064356,2.3806706128556385,81.67019955270929
Separator G,Heat Exchanger,223.79728146264742,1.23,82.97782248515499
Compressor E,Heat Exchanger,229.3852321965428,1.7484895104928289,116.20334361910346
Compressor E,Column,263.4501780044074,3.204126617403853,50.70387209273809
Heat Exchanger B,Reactor,191.0155375400412,2.7086121624864035,106.84827753851806
Separator G,Heat Exchanger,251.4372432473714,4.470000000000001,98.37622674241709
Heat Exchanger I,Heat Exchanger,186.11318064040432,4.2464332128022155,116.43735321420542
Distillation Column D,Compressor,218.70120808186235,3.0968032480954886,101.89107189170626
Distillation Column D,Reactor,174.82626251837326,3.9479694164917536,122.94115149500153
Mixer F,Reactor,208.16896631436782,2.902907953777593,134.2
Mixer F,Reactor,210.1893270420847,2.414952204542859,78.9279634165409
Mixer F,Heat Exchanger,216.4484146013695,2.4802097909839405,114.19847858206315
Pump C,Column,151.65267264560302,2.888501819605743,115.38620968490537
Pump J,Pump,310.79104796040644,2.1700868325700235,92.40652915241134
Separator G,Reactor,149.20442359571067,3.7494704755388177,92.6028523961846
Compressor E,Compressor,200.5388117149882,2.484336744314083,29.799999999999997
Mixer F,Reactor,182.57494647623264,1.8525496794632694,124.93055830276154
Reactor A,Separator,200.8228890086116,2.504112000166216,93.98085733711113
Mixer F,Pump,241.8284679648492,2.181643089834242,84.23591323163178
Heat Exchanger B,Reactor,217.92892358185898,3.1221821939815384,41.29772830890854
Heat Exchanger I,Heat Exchanger,235.7675652858116,2.248996847715303,81.97232824108991
Compressor E,Separator,202.02771949705297,1.23,76.89044934988786
Heat Exchanger I,Separator,240.89063025850103,1.626732397761705,91.7497678214718
Mixer F,Reactor,135.53,2.1263500288725856,84.45435222576234
Heat Exchanger I,Pump,161.37802362063113,1.330927204411653,86.31866107237663
Pump C,Separator,289.76973109468634,1.5412901781155317,51.96547266255141
Compressor E,Pump,171.92792154094462,3.521502892855896,55.26810542881276
Pump C,Heat Exchanger,185.29423686859712,2.67697688190581,78.48773712661364
Mixer F,Pump,189.05631448799568,2.5848938955239786,117.29003071082583
Heat Exchanger B,Pump,148.70205710462406,3.3448201449839936,89.49684678097032
Separator G,Pump,211.97166468070557,2.8531692403369866,94.48826592528461
Compressor E,Reactor,220.23805673187937,2.0007847612323557,69.22412868985289
Reactor H,Compressor,270.28994562421343,1.7647054579828971,82.29221241366747
Pump C,Reactor,239.86740976003514,2.349977337892774,89.83234411620526
Distillation Column D,Compressor,247.78900427831718,1.427557677556747,96.83377678279622
Heat Exchanger B,Column,215.70694809431788,1.4377844001141968,74.51088915430081
Distillation Column D,Separator,278.08740151389077,2.4907435360721735,105.67717229673514
Pump J,Pump,196.65568940692515,2.242872591746216,83.41723213227074
Separator G,Column,315.16999999999996,2.1727002462294394,52.874763601788786
Heat Exchanger B,Heat Exchanger,184.46283556457786,2.8564505322369773,95.2734454618176
Reactor H,Separator,135.53,2.576231596098155,117.94069221620032
Separator G,Reactor,176.06836488719904,3.3821114232150737,106.80952836234277
Distillation Column D,Pump,229.9483018079318,1.9599352651839066,67.6611425810743
Heat Exchanger I,Separator,144.70917788499784,2.6691861651995055,43.19151249076919
Separator G,Heat Exchanger,204.45907165362325,2.4549943839745234,70.02726779961272
Heat Exchanger B,Reactor,152.16825195137574,3.755448077612482,77.59224908829101
Distillation Column D,Separator,159.15690119505248,3.6528694756324525,66.23541604181216
Reactor A,Reactor,218.2640490541365,2.6697945558486107,42.58552222437419
Heat Exchanger B,Pump,173.07357378835928,3.226588336499817,64.21088756256552
Mixer F,Reactor,220.98607369397058,3.590195328462025,101.22641470433388
Separator G,Heat Exchanger,230.04305140806298,1.9336823572215756,107.81615636519656
Heat Exchanger I,Pump,188.6974967840401,2.644248472134849,72.80165932273042
Reactor A,Reactor,199.39655986566484,2.388179232346941,75.45699119407395
Heat Exchanger B,Reactor,135.53,2.3660192396614232,123.59647976875766
Reactor H,Heat Exchanger,200.89543389590875,2.5830878254239287,29.799999999999997
Pump C,Compressor,229.57656621660527,2.267458994518025,113.35251891625391
Pump J,Reactor,174.59382376618703,2.6699713839272143,126.2556200799308
Heat Exchanger B,Heat Exchanger,183.30181297682222,1.3539594417229808,58.242880121304445
Reactor H,Reactor,183.28763915097838,1.23,54.25005074873758
Heat Exchanger I,Pump,205.78924834943754,2.9195666716858817,108.23771985772781
Reactor A,Reactor,138.79474103607808,2.8771824747730212,79.22125344081894
Compressor E,Separator,232.21315429392612,4.174634602010983,56.32846439702355
Reactor A,Heat Exchanger,177.90129539163163,2.4967117500291485,63.681731017482235
Reactor A,Heat Exchanger,212.3297815665424,2.1821902679496366,62.53521889546447
Heat Exchanger B,Reactor,135.53,3.657703018748042,120.94031630343531
Pump J,Reactor,222.2773771200894,2.110962025927407,99.83015389308065
Pump J,Pump,203.0602234091777,1.9353690185932,99.95690292295129
Heat Exchanger B,Mixer,155.27286278715894,2.1481100954931223,85.31130350846507
Pump J,Heat Exchanger,135.53,3.813740909867067,92.13019683809053
Distillation Column D,Heat Exchanger,197.56699858583255,2.1877579000385583,86.16887505639382
Mixer F,Compressor,194.1860875650707,3.1185291595633604,100.62769614686565
Pump J,Heat Exchanger,215.6483390806186,2.5989969333104166,130.54297663807137
Reactor A,Compressor,135.53,1.23,82.65291046789258
Mixer F,Heat Exchanger,179.972184329339,1.23,107.96953201507966
Heat Exchanger I,Reactor,156.85173196185963,1.23,105.29925750972556
Pump J,Column,253.42188011921047,2.29732863503678,106.77722857902886
Pump C,Heat Exchanger,279.92614306646857,2.8858699688087928,118.02168432782568
Separator G,Heat Exchanger,135.53,3.3669254338792762,37.02547657603613
Heat Exchanger B,Heat Exchanger,152.04509475373413,2.7996923786313586,134.2
Separator G,Mixer,189.86747937534392,2.927964446641449,67.98017144340457
Pump J,Reactor,167.09040731506724,2.4912226460478584,99.71606412093126
Heat Exchanger B,Reactor,283.29687763312745,2.2739935982415527,71.37164765815572
Compressor E,Reactor,135.53,2.271167545683441,50.48670080758581
Heat Exchanger I,Compressor,135.53,2.909304260429404,82.62191232882385
Mixer F,Pump,212.05391381417178,3.5772412408654057,74.07903170000876
Distillation Column D,Heat Exchanger,254.1184335026247,2.853624478748565,63.74877164346958
Reactor A,Reactor,135.53,3.070190253717411,100.10289175507418
Pump C,Reactor,190.295143749626,2.107705130581232,90.78777764542592
Separator G,Heat Exchanger,180.85980544352023,1.3046642515901725,123.1943084499053
Pump C,Pump,241.9225289584876,2.4033108547656727,94.71105662236234
Separator G,Column,235.47741396036184,3.1124921890139188,75.43446398060446
